Hectare,Shift,Date,Age,Primary Fur Color,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Tail flags,Tail twitches,Approaches,Indifferent,Runs from
35A,AM,10142018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,True,False
16G,AM,10102018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
04D,PM,10082018,Adult,Cinnamon,True,True,False,False,False,False,False,False,False,False,True,False
34A,PM,10132018,Adult,Gray,False,True,False,False,True,False,False,False,False,False,False,False
03G,AM,10082018,Adult,Gray,False,False,True,False,False,True,False,False,False,False,False,False
32D,AM,10132018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,True,False
01C,PM,10132018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
32A,AM,10182018,Adult,Gray,True,True,False,False,False,False,False,False,False,False,True,False
17C,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
32E,PM,10172018,Adult,Black,False,False,False,False,True,False,False,False,False,False,False,True
12A,PM,10132018,Unknown,Gray,True,False,False,False,False,False,False,False,False,False,True,False
38E,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
23I,AM,10192018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
22A,AM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
05A,PM,10102018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
21F,PM,10182018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,True
15F,PM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
06I,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,True,False,False,False
05C,PM,10102018,Adult,Cinnamon,False,False,False,True,True,False,False,False,False,False,False,False
14G,AM,10122018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,True
01E,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,False
18C,PM,10182018,Juvenile,Gray,False,False,True,True,True,False,False,False,False,False,True,False
39D,AM,10082018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,True
21C,AM,10142018,Adult,Gray,True,True,True,False,True,False,True,False,False,False,False,False
04B,AM,10102018,Adult,Gray,False,False,True,False,False,False,False,False,True,False,True,False
14F,PM,10122018,Adult,Cinnamon,True,False,False,True,False,False,False,False,False,False,False,False
01B,AM,10122018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,True,False
36C,PM,10132018,Adult,Gray,False,True,False,True,True,False,False,False,True,False,True,False
07A,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
35F,AM,10072018,Adult,Gray,False,False,False,True,True,False,False,False,True,False,True,False
30A,PM,10202018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
39C,AM,10172018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
10G,AM,10062018,Juvenile,Gray,False,True,False,False,False,True,False,False,False,False,False,False
32E,PM,10172018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
16E,PM,10182018,Adult,Gray,False,False,False,False,False,False,False,True,False,True,False,False
01B,PM,10192018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,True,False
40D,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
01A,PM,10142018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
40I,PM,10132018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
08H,AM,10172018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
23F,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
09I,PM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
17G,PM,10172018,Adult,Gray,True,True,True,False,False,False,False,False,False,False,True,False
38I,PM,10142018,Adult,Gray,False,False,False,False,False,False,False,False,True,False,False,True
01B,PM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
40B,AM,10192018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,True,True
15G,PM,10192018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
01C,PM,10132018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
25A,AM,10132018,Unknown,Gray,True,False,True,False,False,False,False,True,True,False,True,False
32G,PM,10132018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
15A,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
31A,PM,10172018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
30B,AM,10072018,Adult,Gray,True,False,True,False,True,False,False,False,False,False,False,True
02H,AM,10062018,Adult,Black,True,False,True,False,False,False,False,False,False,False,True,False
22B,PM,10142018,Unknown,Gray,False,False,False,False,False,False,False,False,False,False,False,False
02B,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
40B,AM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,True,True,True,False
32E,PM,10172018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,True
20F,AM,10142018,Adult,Gray,False,False,True,False,False,True,False,False,False,False,False,False
09B,PM,10132018,Juvenile,Cinnamon,False,False,False,False,True,False,False,True,False,False,True,False
03E,PM,10082018,Adult,Cinnamon,True,False,False,False,True,False,False,False,False,False,True,False
18G,PM,10132018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,False,True
22F,AM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
06A,AM,10062018,Adult,Gray,False,True,True,False,False,False,False,True,False,False,False,False
07I,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,True,False,False,False
36A,AM,10182018,Juvenile,Gray,False,False,False,True,False,False,False,False,False,False,True,False
10A,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
36A,PM,10132018,Unknown,Gray,False,False,False,False,True,False,False,False,False,True,False,False
11B,PM,10142018,Adult,Gray,False,False,True,False,False,True,False,False,False,False,False,True
32E,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
28A,PM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
05C,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
10G,PM,10172018,Adult,Black,False,False,False,False,False,False,False,False,False,False,True,False
38F,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
09A,AM,10132018,Juvenile,Cinnamon,True,False,False,False,False,False,False,False,False,False,True,False
09H,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
13F,PM,10082018,Adult,Gray,False,False,False,True,True,False,False,False,True,True,False,False
06F,AM,10062018,Juvenile,Cinnamon,False,False,True,True,False,False,False,False,False,True,False,False
15D,AM,10072018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
08B,AM,10072018,Juvenile,Gray,False,False,False,True,False,False,False,False,False,False,True,False
38G,PM,10202018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,True,False
22D,PM,10122018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
02D,AM,10072018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,False,False
01C,PM,10132018,Adult,Cinnamon,False,False,False,True,True,False,False,False,False,False,False,False
15E,PM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
33E,AM,10142018,Adult,Black,True,False,False,True,False,False,False,False,False,False,True,False
41B,AM,10102018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,False,False
35D,PM,10132018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
05C,PM,10102018,Adult,Cinnamon,False,True,False,False,False,False,False,False,False,False,False,False
37I,AM,10102018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
15A,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
17E,AM,10172018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
05A,AM,10062018,Juvenile,Cinnamon,False,False,True,True,False,False,False,True,False,False,False,True
36F,PM,10122018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
33E,PM,10122018,Adult,Black,False,False,False,True,True,False,False,False,False,False,False,True
07G,AM,10102018,Adult,Cinnamon,False,False,False,True,False,False,False,False,False,False,True,False
09H,PM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
21C,AM,10142018,Adult,Gray,True,False,False,False,False,False,False,True,True,False,True,False
02C,AM,10102018,Adult,Gray,True,True,False,False,False,False,False,False,False,False,False,True
13E,PM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,False
03D,PM,10102018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
06G,AM,10082018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,True,False
18C,PM,10182018,Juvenile,Gray,False,False,True,True,True,False,False,False,False,False,False,False
21E,AM,10172018,Adult,Gray,False,False,False,True,True,False,False,False,True,False,False,False
13D,PM,10182018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,True,False
03F,AM,10062018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
42C,AM,10072018,Unknown,Unknown,False,False,False,False,False,False,True,False,False,False,False,False
14A,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
41E,AM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
21D,PM,10082018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
04I,AM,10062018,Adult,Unknown,False,False,True,False,False,False,False,False,False,False,False,False
37C,AM,10122018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
38C,PM,10142018,Adult,Gray,False,False,False,True,True,True,False,False,False,False,False,True
02G,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
05B,PM,10132018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
37I,AM,10102018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,True,False
01F,PM,10192018,Juvenile,Gray,False,False,False,False,False,False,False,False,False,False,False,False
12D,PM,10142018,Adult,Gray,True,False,False,True,False,False,False,False,True,False,True,False
10I,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,True
07B,AM,10082018,Adult,Gray,False,False,False,True,False,False,False,False,False,True,False,False
02C,AM,10102018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
05C,PM,10102018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,False
02A,AM,10102018,Adult,Cinnamon,True,True,False,False,False,False,False,False,False,False,False,False
09F,AM,10132018,Adult,Black,False,False,False,True,False,False,False,False,False,False,False,True
16E,PM,10182018,Juvenile,Gray,False,False,True,False,False,True,False,False,False,False,True,False
06C,PM,10202018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
02C,PM,10132018,Adult,Gray,True,True,False,False,False,False,False,False,False,False,False,False
23I,PM,10192018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
06H,AM,10082018,Adult,Cinnamon,True,False,False,False,True,False,False,False,False,False,True,False
06I,PM,10132018,Adult,Black,False,True,False,False,False,False,False,False,False,False,False,False
31C,PM,10102018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
29A,PM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
20C,PM,10182018,Juvenile,Cinnamon,True,False,False,False,False,False,False,False,False,True,False,True
22E,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
25I,PM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
