Hectare;Shift;Date;Age;Primary Fur Color;Running;Chasing;Climbing;Eating;Foraging;Kuks;Quaas;Tail flags;Tail twitches;Approaches;Indifferent;Runs from;Hectare Conditions;Number of Squirrels;Weather;Dogs
42F;PM;10172018;Unknown;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;17.0;68.0;1.0
42F;PM;10172018;Unknown;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;17.0;68.0;1.0
04B;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Busy;5.0;64.0;1.0
04B;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Busy;5.0;64.0;1.0
04B;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Busy;5.0;64.0;1.0
04B;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;5.0;64.0;1.0
04B;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;5.0;64.0;1.0
05D;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;8.0;68.0;1.0
05D;PM;10182018;Juvenile;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;8.0;68.0;1.0
05D;PM;10182018;Adult;Gray;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;8.0;68.0;1.0
05D;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;8.0;68.0;1.0
05D;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;8.0;68.0;1.0
05D;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;8.0;68.0;1.0
05D;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;8.0;68.0;1.0
07G;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;9.0;70.0;0.0
07G;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;9.0;70.0;0.0
07G;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;9.0;70.0;0.0
07G;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;9.0;70.0;0.0
07G;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;9.0;70.0;0.0
07G;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;9.0;70.0;0.0
07G;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;9.0;70.0;0.0
09H;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;2.0;55.0;0.0
09H;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;2.0;55.0;0.0
09H;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;2.0;55.0;0.0
09H;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;2.0;55.0;0.0
09H;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;2.0;55.0;0.0
09H;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;2.0;55.0;0.0
09H;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;2.0;55.0;0.0
09H;PM;10182018;Adult;Gray;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;2.0;55.0;0.0
09H;PM;10182018;Adult;Gray;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;2.0;55.0;0.0
10C;AM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;2.0;70.0;1.0
10C;AM;10182018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;2.0;70.0;1.0
10C;AM;10182018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;2.0;70.0;1.0
10C;AM;10182018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;2.0;70.0;1.0
11C;PM;10182018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;14.0;55.0;1.0
12B;PM;10182018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Calm;3.0;67.0;1.0
12E;PM;10182018;Juvenile;Cinnamon;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Calm;9.0;61.0;1.0
12E;PM;10182018;Adult;Cinnamon;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Calm;9.0;61.0;1.0
12E;PM;10182018;Adult;Black;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Calm;9.0;61.0;1.0
12E;PM;10182018;Adult;Cinnamon;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Calm;9.0;61.0;1.0
12E;PM;10182018;Adult;Cinnamon;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Calm;9.0;61.0;1.0
12E;PM;10182018;Juvenile;Cinnamon;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;Calm;9.0;61.0;1.0
13D;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Calm;10.0;73.0;1.0
13D;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;10.0;73.0;1.0
13D;PM;10182018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;10.0;73.0;1.0
13D;PM;10182018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;10.0;73.0;1.0
13D;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;10.0;73.0;1.0
13D;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;10.0;73.0;1.0
13D;PM;10182018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;10.0;73.0;1.0
13D;PM;10182018;Adult;Gray;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;10.0;73.0;1.0
13D;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;Calm;10.0;73.0;1.0
13D;PM;10182018;Adult;Gray;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;10.0;73.0;1.0
13D;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;10.0;73.0;1.0
13D;PM;10182018;Adult;Gray;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Calm;10.0;73.0;1.0
13D;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Calm;10.0;73.0;1.0
13D;PM;10182018;Adult;Cinnamon;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;10.0;73.0;1.0
14I;PM;10182018;Adult;Gray;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Calm;7.0;67.0;1.0
14I;PM;10182018;Adult;Cinnamon;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Calm;7.0;67.0;1.0
14I;PM;10182018;Adult;Cinnamon;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Calm;7.0;67.0;1.0
14I;PM;10182018;Juvenile;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;7.0;67.0;1.0
14I;PM;10182018;Juvenile;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Calm;7.0;67.0;1.0
14I;PM;10182018;Juvenile;Gray;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Calm;7.0;67.0;1.0
16C;PM;10182018;Adult;Gray;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;9.0;79.0;1.0
16C;PM;10182018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;9.0;79.0;1.0
16C;PM;10182018;Adult;Gray;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;9.0;79.0;1.0
16E;PM;10182018;Adult;Cinnamon;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;0.0;46.0;1.0
16E;PM;10182018;Juvenile;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;0.0;46.0;1.0
16E;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;Busy;0.0;46.0;1.0
16E;PM;10182018;Juvenile;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;0.0;46.0;1.0
16E;PM;10182018;Juvenile;Cinnamon;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Busy;0.0;46.0;1.0
16E;PM;10182018;Adult;Cinnamon;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;0.0;46.0;1.0
16E;PM;10182018;Juvenile;Cinnamon;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;0.0;46.0;1.0
16E;PM;10182018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;0.0;46.0;1.0
16E;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;0.0;46.0;1.0
16E;PM;10182018;Adult;Cinnamon;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;0.0;46.0;1.0
17E;PM;10182018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;1.0;57.0;1.0
17E;PM;10182018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;1.0;57.0;1.0
17E;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;1.0;57.0;1.0
17G;AM;10182018;Juvenile;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Moderate;14.0;78.0;1.0
18A;PM;10182018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;0.0;51.0;1.0
18C;PM;10182018;Unknown;Black;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;2.0;61.0;0.0
18C;PM;10182018;Juvenile;Gray;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Calm;2.0;61.0;0.0
18C;PM;10182018;Juvenile;Black;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;2.0;61.0;0.0
18C;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;2.0;61.0;0.0
18C;PM;10182018;Juvenile;Gray;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;2.0;61.0;0.0
18C;PM;10182018;Juvenile;Gray;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;2.0;61.0;0.0
18C;PM;10182018;Juvenile;Gray;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;2.0;61.0;0.0
18C;PM;10182018;Juvenile;Gray;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Calm;2.0;61.0;0.0
18C;AM;10182018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;6.0;68.0;1.0
18C;PM;10182018;Unknown;Gray;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;2.0;61.0;0.0
18C;AM;10182018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;6.0;68.0;1.0
18D;AM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;3.0;56.8;1.0
18D;AM;10182018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;3.0;56.8;1.0
18D;AM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;3.0;56.8;1.0
18D;AM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;3.0;56.8;1.0
18H;AM;10182018;Adult;Gray;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;0.0;55.0;1.0
18H;AM;10182018;Adult;Gray;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;0.0;55.0;1.0
19B;PM;10182018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;2.0;50.0;0.0
19B;PM;10182018;Juvenile;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;2.0;50.0;0.0
19B;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;2.0;50.0;0.0
19B;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Calm;2.0;50.0;0.0
19B;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Calm;2.0;50.0;0.0
19C;PM;10182018;Adult;Gray;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;8.0;58.0;0.0
19C;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;8.0;58.0;0.0
19C;PM;10182018;Juvenile;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;8.0;58.0;0.0
19C;PM;10182018;Adult;Gray;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;8.0;58.0;0.0
19C;PM;10182018;Adult;Gray;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;8.0;58.0;0.0
19C;PM;10182018;Juvenile;Gray;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;8.0;58.0;0.0
19C;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;8.0;58.0;0.0
19C;PM;10182018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Busy;8.0;58.0;0.0
19E;PM;10182018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Busy;4.0;78.0;1.0
19E;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;4.0;78.0;1.0
19E;PM;10182018;Adult;Gray;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Busy;4.0;78.0;1.0
19E;PM;10182018;Unknown;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;4.0;78.0;1.0
19E;PM;10182018;Unknown;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;4.0;78.0;1.0
20C;PM;10182018;Adult;Cinnamon;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Busy;0.0;55.0;1.0
20C;PM;10182018;Juvenile;Gray;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;0.0;55.0;1.0
20C;PM;10182018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;0.0;55.0;1.0
20C;PM;10182018;Juvenile;Cinnamon;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;Busy;0.0;55.0;1.0
20C;PM;10182018;Adult;Gray;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;0.0;55.0;1.0
20C;PM;10182018;Juvenile;Cinnamon;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;0.0;55.0;1.0
20C;PM;10182018;Juvenile;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Busy;0.0;55.0;1.0
20C;PM;10182018;Juvenile;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Busy;0.0;55.0;1.0
20C;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;0.0;55.0;1.0
20G;AM;10182018;Adult;Gray;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;0.0;62.0;0.0
20G;AM;10182018;Adult;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;0.0;62.0;0.0
20G;AM;10182018;Juvenile;Gray;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;0.0;62.0;0.0
21F;AM;10182018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;0.0;61.0;0.0
21F;AM;10182018;Adult;Gray;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;0.0;61.0;0.0
21F;AM;10182018;Adult;Cinnamon;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Busy;0.0;61.0;0.0
21F;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Busy;4.0;74.2;0.0
21F;AM;10182018;Adult;Cinnamon;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Busy;0.0;61.0;0.0
21F;PM;10182018;Adult;Cinnamon;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;4.0;74.2;0.0
21F;AM;10182018;Adult;Cinnamon;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;0.0;61.0;0.0
21F;AM;10182018;Adult;Cinnamon;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Busy;0.0;61.0;0.0
21F;AM;10182018;Adult;Cinnamon;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Busy;0.0;61.0;0.0
21F;AM;10182018;Adult;Cinnamon;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Busy;0.0;61.0;0.0
21F;PM;10182018;Juvenile;Cinnamon;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;4.0;74.2;0.0
21H;PM;10182018;Juvenile;Gray;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Busy;2.0;79.0;1.0
21H;PM;10182018;Juvenile;Gray;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;Busy;2.0;79.0;1.0
21H;PM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Busy;2.0;79.0;1.0
21H;PM;10182018;Adult;Gray;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;2.0;79.0;1.0
22G;PM;10182018;Juvenile;Gray;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Moderate;0.0;64.5;1.0
22G;AM;10182018;Adult;Gray;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Busy;0.0;51.0;0.0
22G;AM;10182018;Adult;Gray;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Busy;0.0;51.0;0.0
22G;AM;10182018;Adult;Gray;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;Busy;0.0;51.0;0.0
